
"mAno";"mOrgão (Cod/Desc)";"mData Carga Dados";"mCategoria Econômica (Cod/Desc)";"mOrigem (Cod/Desc)";"mEspécie (Cod/Desc)";"mAlínea (Cod/Desc) / Desdob. 1";"mNatureza Receita (Cod)";"mNatureza Receita";"Soma Receita Prevista";"Soma Receita Arrecadada Líquida"
"2016";"98000 - RECEITA DO TESOURO DA UNIÃO";"31/12/2016";"1 - RECEITAS CORRENTES";"18 - RECEITAS CORRENTES A CLASSIFICAR";"180 - RECEITAS CORRENTES A CLASSIFICAR";"0.00.0 - RECEITAS CORRENTES A CLASSIFICAR";"18000000";"RECEITAS CORRENTES A CLASSIFICAR";"0,00";"0,00"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100111";"ALUGUÉIS E ARRENDAMENTOS - PRINCIPAL";"7136,00";"56197,59"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL";"1404377,00";"1163439,66"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"15 - RECEITA INDUSTRIAL";"150 - RECEITA INDUSTRIAL";"0 - RECEITA INDUSTRIAL";"15000011";"RECEITA INDUSTRIAL - PRINCIPAL";"618425,00";"823703,86"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"161 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"0 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"16100111";"SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";"211959,00";"252182,61"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300111";"SERVIÇOS DE ATENDIMENTO À SAÚDE - PRINCIPAL";"584418,00";"0,00"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300211";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - PRINCIPAL";"694515,00";"1469691,50"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300212";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - MULTAS E JUROS";"0,00";"3867,37"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"191 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"0 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"19100911";"MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL";"2413961,00";"1702147,70"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"1 - INDENIZAÇÕES";"19210111";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"0,00";"1447,00"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19220611";"RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - PRINCIPAL";"0,00";"3159826,83"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19229911";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"183391,00";"55656,96"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"2 - RECEITAS DE CAPITAL";"22 - ALIENAÇÃO DE BENS";"221 - ALIENAÇÃO DE BENS MÓVEIS";"3 - ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES";"22130011";"ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES - PRINCIPAL";"164718,00";"326690,00"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73 - RECEITA PATRIMONIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"731 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"155383,00";"605589,96"
"2017";"02000 - SENADO FEDERAL";"31/12/2017";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"75 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"750 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"75000011";"RECEITA INDUSTRIAL - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"434291,00";"187328,98"
"2017";"98000 - RECEITA DO TESOURO DA UNIÃO";"31/12/2017";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"1 - INDENIZAÇÕES";"19219911";"OUTRAS INDENIZAÇÕES - PRINCIPAL";"0,00";"2162,98"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100111";"ALUGUÉIS E ARRENDAMENTOS - PRINCIPAL";"62182,00";"4114,90"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL";"1955118,00";"1263904,72"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100212";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - MULTAS E JUROS";"0,00";"8,93"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"15 - RECEITA INDUSTRIAL";"150 - RECEITA INDUSTRIAL";"0 - RECEITA INDUSTRIAL";"15000011";"RECEITA INDUSTRIAL - PRINCIPAL";"761907,00";"901895,10"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"161 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"0 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"16100111";"SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";"258724,00";"223428,90"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300211";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - PRINCIPAL";"1567260,00";"1798562,20"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300212";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - MULTAS E JUROS";"15475,00";"1649,78"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"191 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"0 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"19100911";"MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL";"2487692,00";"909943,47"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"1 - INDENIZAÇÕES";"19210111";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"0,00";"341,41"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19220611";"RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - PRINCIPAL";"0,00";"2130248,43"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19229911";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"46892,00";"75621,98"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19229912";"OUTRAS RESTITUIÇÕES - MULTAS E JUROS";"0,00";"1,82"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"2 - RECEITAS DE CAPITAL";"22 - ALIENAÇÃO DE BENS";"221 - ALIENAÇÃO DE BENS MÓVEIS";"3 - ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES";"22130011";"ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES - PRINCIPAL";"180000,00";"428050,00"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73 - RECEITA PATRIMONIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"731 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"145656,00";"900456,38"
"2018";"02000 - SENADO FEDERAL";"31/12/2018";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"75 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"750 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"75000011";"RECEITA INDUSTRIAL - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"230803,00";" -10654,45"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100111";"ALUGUÉIS E ARRENDAMENTOS - PRINCIPAL";"16944,00";"801,05"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100112";"ALUGUÉIS E ARRENDAMENTOS - MULTAS E JUROS";"0,00";"14,10"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL";"1345725,00";"279447,88"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100212";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - MULTAS E JUROS";"0,00";"231,01"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"15 - RECEITA INDUSTRIAL";"150 - RECEITA INDUSTRIAL";"0 - RECEITA INDUSTRIAL";"15000011";"RECEITA INDUSTRIAL - PRINCIPAL";"964225,00";"965998,59"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"161 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"0 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"16100111";"SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";"259603,00";"204647,90"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300211";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - PRINCIPAL";"2248211,00";"2513392,36"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300212";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - MULTAS E JUROS";"2979,00";"0,00"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"191 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"0 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"19100911";"MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL";"579214,00";"819424,67"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"191 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"0 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"19100912";"MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR";"0,00";"55,09"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"1 - INDENIZAÇÕES";"19210111";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"0,00";"8407,59"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19220611";"RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - PRINCIPAL";"2397719,00";"3100942,66"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19229911";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"104218,00";"125714,32"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"2 - RECEITAS DE CAPITAL";"22 - ALIENAÇÃO DE BENS";"221 - ALIENAÇÃO DE BENS MÓVEIS";"3 - ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES";"22130011";"ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES - PRINCIPAL";"0,00";"673540,00"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73 - RECEITA PATRIMONIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"731 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"1088234,00";"1574474,93"
"2019";"02000 - SENADO FEDERAL";"28/02/2020";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"75 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"750 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - RECEITA INDUSTRIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"75000011";"RECEITA INDUSTRIAL - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"99016,00";"0,00"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100111";"ALUGUÉIS E ARRENDAMENTOS - PRINCIPAL";"0,00";"4114,28"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL";"498522,00";"307405,69"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"13 - RECEITA PATRIMONIAL";"131 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO";"13100212";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - MULTAS E JUROS";"0,00";"748,65"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"15 - RECEITA INDUSTRIAL";"150 - RECEITA INDUSTRIAL";"0 - RECEITA INDUSTRIAL";"15000011";"RECEITA INDUSTRIAL - PRINCIPAL";"998519,00";"44605,94"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"161 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"0 - SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS";"16100111";"SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL";"240536,00";"64271,45"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"16 - RECEITA DE SERVIÇOS";"163 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"0 - SERVIÇOS E ATIVIDADES REFERENTES À SAÚDE";"16300211";"SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR DO SERVIDOR CIVIL - PRINCIPAL";"3192955,00";"658569,52"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"191 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"0 - MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS";"19100911";"MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL";"1079899,00";"131911,69"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19220611";"RESTITUIÇÃO DE DESPESAS DE EXERCÍCIOS ANTERIORES - PRINCIPAL";"0,00";"373694,69"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"2 - RESTITUIÇÕES";"19229911";"OUTRAS RESTITUIÇÕES - PRINCIPAL";"0,00";"109323,42"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"1 - RECEITAS CORRENTES";"19 - OUTRAS RECEITAS CORRENTES";"192 - INDENIZAÇÕES, RESTITUIÇÕES E RESSARCIMENTOS";"3 - RESSARCIMENTOS";"19239911";"OUTROS RESSARCIMENTOS - PRINCIPAL";"0,00";"5366,30"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"2 - RECEITAS DE CAPITAL";"22 - ALIENAÇÃO DE BENS";"221 - ALIENAÇÃO DE BENS MÓVEIS";"3 - ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES";"22130011";"ALIENAÇÃO DE BENS MÓVEIS E SEMOVENTES - PRINCIPAL";"164610,00";"0,00"
"2020";"02000 - SENADO FEDERAL";"22/03/2020";"7 - RECEITAS CORRENTES - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73 - RECEITA PATRIMONIAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"731 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"0 - EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO - OPERAÇÕES INTRAORÇAMENTÁRIAS";"73100211";"CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL - OPERAÇÕES INTRAORÇAMENTÁRIAS";"1671913,00";"139027,28"

